num,name,poke_type,attacks,hp,attack,defense,max_cp,max_buddy_cp,region,type1,type2,boost1,boost2,boost
111,Rhyhorn, ground  rock ," Rock Smash, Mud Slap, Bulldoze, Stomp, Horn Attack,",190,140,127,1867,1889,Kanto,ground,rock,sunny/clear,partly cloudy,sunny/clear partly cloudy
112,Rhydon, ground  rock ," Rock Smash, Mud Slap, Earthquake, Stone Edge, Surf,",233,222,171,3594,3637,Kanto,ground,rock,sunny/clear,partly cloudy,sunny/clear partly cloudy
113,Chansey, normal ," Pound, Zen Headbutt, Dazzling Gleam, Hyper Beam, Psychic,",487,60,128,1418,1435,Kanto,normal,,partly cloudy,,partly cloudy 
114,Tangela, grass ," Vine Whip, Infestation, Grass Knot, Sludge Bomb, Solar Beam,",163,183,169,2530,2560,Kanto,grass,,sunny/clear,,sunny/clear 
115,Kangaskhan (Only available in Australia), normal ," Low Kick, Mud Slap, Crunch, Earthquake, Outrage, Power-Up Punch,",233,181,165,2923,2958,Kanto,normal,,partly cloudy,,partly cloudy 
115,Mega Kangaskhan, normal ," Low Kick, Mud Slap, Crunch, Earthquake, Outrage, Power-Up Punch,",233,246,210,4353,4405,Kanto,normal,,partly cloudy,,partly cloudy 
116,Horsea, water ," Water Gun, Bubble, Bubble Beam, Dragon Pulse, Flash Cannon,",102,129,103,1194,1209,Kanto,water,,rain,,rain 
117,Seadra, water ," Water Gun, Dragon Breath, Aurora Beam, Dragon Pulse, Hydro Pump,",146,187,156,2366,2395,Kanto,water,,rain,,rain 
118,Goldeen, water ," Mud Shot, Peck, Aqua Tail, Horn Attack, Water Pulse,",128,123,110,1302,1318,Kanto,water,,rain,,rain 
119,Seaking, water ," Waterfall, Peck, Ice Beam, Water Pulse, Megahorn,",190,175,147,2444,2474,Kanto,water,,rain,,rain 
120,Staryu, water ," Water Gun, Tackle, Bubble Beam, Power Gem, Swift,",102,137,112,1308,1323,Kanto,water,,rain,,rain 
121,Starmie, water  psychic ," Hidden Power, Water Gun, Hydro Pump, Power Gem, Psychic, Thunder, Ice Beam,",155,210,184,2922,2956,Kanto,water,psychic,rain,windy,rain windy
122,Mr. Mime (Only available in Europe), psychic  fairy ," Confusion, Zen Headbutt, Shadow Ball, Psybeam, Psychic,",120,192,205,2518,2548,Kanto,psychic,fairy,windy,cloudy,windy cloudy
122,Mr. Mime (Galarian Form) , ice  psychic ," Confusion, Zen Headbutt, Psybeam, Psychic, Ice Punch,",137,183,169,2338,2366,Kanto,ice,psychic,snow,windy,snow windy
123,Scyther, bug  flying ," Fury Cutter, Air Slash, Night Slash, X-Scissor, Aerial Ace,",172,218,170,3060,3096,Kanto,bug,flying,rain,windy,rain windy
124,Jynx, ice  psychic ," Frost Breath, Confusion, Draining Kiss, Avalanche, Psyshock, Focus Blast,",163,223,151,2888,2923,Kanto,ice,psychic,snow,windy,snow windy
125,Electabuzz, electric ," Low Kick, Thunder Shock, Thunderbolt, Thunder, Thunder Punch,",163,198,158,2639,2670,Kanto,electric,,rain,,rain 
126,Magmar, fire ," Karate Chop, Ember, Fire Blast, Flamethrower, Fire Punch,",163,206,154,2706,2738,Kanto,fire,,sunny/clear,,sunny/clear 
127,Pinsir, bug ," Rock Smash, Bug Bite, Fury Cutter, Vice Grip, X-Scissor, Close Combat, Superpower,",163,238,182,3345,3385,Kanto,bug,,rain,,rain 
127,Mega Pinsir, bug  flying ," Rock Smash, Bug Bite, Fury Cutter, Vice Grip, X-Scissor, Close Combat, Superpower,",163,305,231,4728,4784,Kanto,bug,flying,rain,windy,rain windy
128,Tauros, normal ," Tackle, Zen Headbutt, Earthquake, Iron Head, Horn Attack,",181,198,183,2962,2998,Kanto,normal,,partly cloudy,,partly cloudy 
129,Magikarp, water ," Splash, Struggle,",85,29,85,310,314,Kanto,water,,rain,,rain 
130,Gyarados, water  flying ," Bite, Waterfall, Dragon Breath, Hydro Pump, Crunch, Outrage, Twister,",216,237,186,3834,3879,Kanto,water,flying,rain,windy,rain windy
130,Mega Gyarados, water  dark ," Bite, Waterfall, Dragon Breath, Hydro Pump, Crunch, Outrage, Twister,",216,292,247,5332,5396,Kanto,water,dark,rain,fog,rain fog
131,Lapras, water  ice ," Frost Breath, Water Gun, Hydro Pump, Surf, Blizzard, Skull Bash,",277,165,174,2985,3021,Kanto,water,ice,rain,snow,rain snow
132,Ditto, normal ," Transform, Struggle,",134,91,91,940,951,Kanto,normal,,partly cloudy,,partly cloudy 
133,Eevee, normal ," Tackle, Quick Attack, Dig, Swift,",146,104,114,1211,1225,Kanto,normal,,partly cloudy,,partly cloudy 
134,Vaporeon, water ," Water Gun, Water Pulse, Hydro Pump, Aqua Tail,",277,205,161,3521,3563,Kanto,water,,rain,,rain 
135,Jolteon, electric ," Thunder Shock, Volt Switch, Thunderbolt, Discharge, Thunder,",163,232,182,3266,3305,Kanto,electric,,rain,,rain 
136,Flareon, fire ," Ember, Fire Spin, Fire Blast, Flamethrower, Overheat,",163,246,179,3424,3465,Kanto,fire,,sunny/clear,,sunny/clear 
137,Porygon, normal ," Charge Beam, Hidden Power, Lock On, Solar Beam, Hyper Beam, Zap Cannon,",163,153,136,1944,1968,Kanto,normal,,partly cloudy,,partly cloudy 
138,Omanyte, rock  water ," Water Gun, Mud Shot, Ancient Power, Bubble Beam, Rock Blast,",111,155,153,1746,1767,Kanto,rock,water,partly cloudy,rain,partly cloudy rain
139,Omastar, rock  water ," Water Gun, Mud Shot, Ancient Power, Hydro Pump, Rock Blast,",172,207,201,3150,3188,Kanto,rock,water,partly cloudy,rain,partly cloudy rain
140,Kabuto, rock  water ," Scratch, Mud Shot, Aqua Jet, Rock Tomb, Ancient Power,",102,148,140,1550,1568,Kanto,rock,water,partly cloudy,rain,partly cloudy rain
141,Kabutops, rock  water ," Rock Smash, Mud Shot, Waterfall, Water Pulse, Stone Edge, Ancient Power,",155,220,186,3067,3103,Kanto,rock,water,partly cloudy,rain,partly cloudy rain
142,Aerodactyl, rock  flying ," Bite, Steel Wing, Rock Throw, Iron Head, Hyper Beam, Ancient Power, Rock Slide, Earth Power,",190,221,159,3147,3184,Kanto,rock,flying,partly cloudy,windy,partly cloudy windy
142,Mega Aerodactyl, rock  flying ," Bite, Steel Wing, Rock Throw, Iron Head, Hyper Beam, Ancient Power, Rock Slide, Earth Power,",190,292,210,4655,4711,Kanto,rock,flying,partly cloudy,windy,partly cloudy windy
143,Snorlax, normal ," Lick, Zen Headbutt, Heavy Slam, Hyper Beam, Earthquake, Outrage, Body Slam, Superpower,",330,190,169,3647,3690,Kanto,normal,,partly cloudy,,partly cloudy 
144,Articuno, ice  flying ," Frost Breath, Ice Shard, Ice Beam, Icy Wind, Blizzard, Ancient Power,",207,192,236,3450,3491,Kanto,ice,flying,snow,windy,snow windy
144,Articuno (Galarian Form) , psychic  flying ,,207,250,197,4059,4107,Kanto,psychic,flying,windy,windy,windy windy
145,Zapdos, electric  flying ," Charge Beam, Zap Cannon, Thunderbolt, Thunder, Ancient Power, Drill Peck,",207,253,185,3987,4035,Kanto,electric,flying,rain,windy,rain windy
145,Zapdos (Galarian Form) , fighting  flying ,,207,252,189,4012,4060,Kanto,fighting,flying,cloudy,windy,cloudy windy
146,Moltres, fire  flying ," Fire Spin, Wing Attack, Fire Blast, Heat Wave, Overheat, Ancient Power,",207,251,181,3918,3964,Kanto,fire,flying,sunny/clear,windy,sunny/clear windy
146,Moltres (Galarian Form) , dark  flying ,,207,202,231,3580,3623,Kanto,dark,flying,fog,windy,fog windy
147,Dratini, dragon ," Dragon Breath, Iron Tail, Wrap, Twister, Aqua Tail,",121,119,91,1136,1149,Kanto,dragon,,windy,,windy 
148,Dragonair, dragon ," Dragon Breath, Iron Tail, Wrap, Aqua Tail, Dragon Pulse,",156,163,135,2012,2036,Kanto,dragon,,windy,,windy 
149,Dragonite, dragon  flying ," Dragon Tail, Steel Wing, Dragon Breath, Hurricane, Hyper Beam, Outrage, Dragon Claw,",209,263,198,4287,4339,Kanto,dragon,flying,windy,windy,windy windy
150,Mewtwo, psychic ," Confusion, Psycho Cut, Psychic, Focus Blast, Flamethrower, Thunderbolt, Ice Beam,",214,300,182,4724,4780,Kanto,psychic,,windy,,windy 
150,Mewtwo (Armored Mewtwo) , psychic ," Confusion, Iron Tail, Rock Slide, Dynamic Punch, Earthquake, Future Sight,",214,182,278,3603,3646,Kanto,psychic,,windy,,windy 
150,Mega Mewtwo X, psychic  fighting ," Confusion, Psycho Cut, Psychic, Focus Blast, Flamethrower, Thunderbolt, Ice Beam,",235,412,222,7338,7426,Kanto,psychic,fighting,windy,cloudy,windy cloudy
150,Mega Mewtwo Y, psychic ," Confusion, Psycho Cut, Psychic, Focus Blast, Flamethrower, Thunderbolt, Ice Beam,",235,426,229,7690,7782,Kanto,psychic,,windy,,windy 
151,Mew, psychic ," Charge Beam, Cut, Dragon Tail, Frost Breath, Infestation, Poison Jab, Rock Smash, Shadow Claw, Snarl, Steel Wing, Struggle Bug, Volt Switch, Waterfall, Ancient Power, Bulldoze, Dark Pulse, Dazzling Gleam, Dragon Claw, Earthquake, Energy Ball, Fire Blast, Flame Charge, Flash Cannon, Gyro Ball, Hyper Beam, Ice Beam, Low Sweep, Overheat, Psychic, Psyshock, Solar Beam, Stone Edge, Surf, Thunder, Thunderbolt, Wild Charge,",225,210,210,3691,3735,Kanto,psychic,,windy,,windy 
